group|name_fa|name_en|logo|url
شبکه جم|GEM TV|GEM TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gem/index-0.m3u8?token=onetv202
شبکه جم|GEM Series|GEM Series|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemseries/index-0.m3u8?token=onetv202
شبکه جم|GEM Film|GEM Film|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemfilm/index-0.m3u8?token=onetv202
شبکه جم|GEM Drama|GEM Drama|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemdrama/index-0.m3u8?token=onetv202
شبکه جم|GEM Classic|GEM Classic|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemclassic/index-0.m3u8?token=onetv202
شبکه جم|GEM Comedy|GEM Comedy|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemcomedy/index-0.m3u8?token=onetv202
شبکه جم|GEM Bollywood|GEM Bollywood|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gembollywood/index-0.m3u8?token=onetv202
شبکه جم|GEM Junior|GEM Junior|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemjunior/index-0.m3u8?token=onetv202
شبکه جم|GEM Kids|GEM Kids|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemkids/index-0.m3u8?token=onetv202
شبکه جم|GEM Life|GEM Life|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemlife/index-0.m3u8?token=onetv202
شبکه جم|GEM River|GEM River|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemriver/index-0.m3u8?token=onetv202
شبکه جم|GEM Onyx|GEM Onyx|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemonyx/index-0.m3u8?token=onetv202
شبکه جم|GEM Entertainment|GEM Entertainment|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gementertainment/index-0.m3u8?token=onetv202
شبکه جم|GEM Food|GEM Food|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemfood/index-0.m3u8?token=onetv202
شبکه جم|GEM Nature|GEM Nature|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemnature/index-0.m3u8?token=onetv202
شبکه جم|GEM Fit|GEM Fit|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemfit/index-0.m3u8?token=onetv202
شبکه جم|GEM Mifa|GEM Mifa|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemmifa/index-0.m3u8?token=onetv202
شبکه جم|Manoto TV|Manoto TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/manoto.default.svg|https://ca-rt.onetv.app/manototv/index-0.m3u8?token=onetv202
جم کمکی|GEM TV|GEM TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gem/index-0.m3u8?token=onetv202
جم کمکی|GEM Series|GEM Series|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemseries/index-0.m3u8?token=onetv202
جم کمکی|GEM Film|GEM Film|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemfilm/index-0.m3u8?token=onetv202
جم کمکی|GEM Drama|GEM Drama|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemdrama/index-0.m3u8?token=onetv202
جم کمکی|GEM Comedy|GEM Comedy|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemcomedy/index-0.m3u8?token=onetv202
جم کمکی|GEM Junior|GEM Junior|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemjunior/index-0.m3u8?token=onetv202
جم کمکی|GEM Kids|GEM Kids|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemkids/index-0.m3u8?token=onetv202
جم کمکی|GEM Life|GEM Life|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/gemtv.default.png|https://ca-rt.onetv.app/gemlife/index-0.m3u8?token=onetv202
شبکه‌های فارسی|نت TV|Net TV|https://www.parsatv.com/index_files/channels/nettv.png|https://nethls.wns.live/hls/stream.m3u8
شبکه‌های فارسی|T2|T2 TV|https://www.parsatv.com/index_files/channels/t2tv.jpg|https://t2hls.wns.live/hls/stream.m3u8
شبکه‌های فارسی|4U TV|4U TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/4utv.default.png|https://hls.4utv.live/hls/stream.m3u8
شبکه‌های فارسی|تپش|Tapesh|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/pbctapesh.default.png|https://iptv.tapesh.tv/tapesh/playlist.m3u8
شبکه‌های فارسی|تپش ایران|Tapesh Iran|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/tapesh2.default.png|https://iptv.tapesh.tv/tapeshiran/playlist.m3u8
شبکه‌های فارسی|PMC|PMC|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/pmc.default.svg|https://ca-rt.onetv.app:8443/PMCMusic/index-0.m3u8?token=onetv202
شبکه‌های فارسی|PMC Royale|PMC Royale|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/pmc.default.svg|https://pmcrohls.wns.live/hls/stream.m3u8
شبکه‌های فارسی|رادیو جوان TV|Radio Javan TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/radiojavan.default.svg|https://rjtvhls.wns.live/hls/stream.m3u8
شبکه‌های فارسی|آوانگ|Avang TV|https://www.parsatv.com/index_files/channels/avang.png|https://hls.avang.live/hls/stream.m3u8
شبکه‌های فارسی|نواهنگ|Navahang TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/navahang.default.svg|https://hls.navahang.live/hls/stream.m3u8
شبکه‌های فارسی|سان موزیک|Sun Music|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/sunmusic.default.png|https://hls.sunmusic.live/hls/stream.m3u8
رادیو فارسی|رادیو ایران اینترنشنال|Iran International Radio|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/iraninternationalradio.default.png|https://radio.iraninternational.app/iintl_c
رادیو فارسی|رادیو فردا|Radio Farda|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/radiofarda.default.svg|https://stream.radiojar.com/cp13r2cpn3quv
رادیو فارسی|رادیو همراه|Radio Hamrah|https://www.parsatv.com/index_files/channels/radiohamrah.jpg|https://stream-148.zeno.fm/nezaycc28vzuv
رادیو فارسی|KIRN 670|KIRN 670|https://www.parsatv.com/index_files/channels/kirn.jpg|https://ice41.securenetsystems.net/KIRN
رادیو فارسی|رادیو لندن LPR|London Persian Radio|https://www.parsatv.com/index_files/channels/lprradio.jpg|https://free.rcast.net/247794
رادیو فارسی|رادیو یار|Radio Yar|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/radioyar.default.png|https://shoutcast.glwiz.com/RadioYAR.mp3
رادیو فارسی|رادیو شادی|Radio Shadi|https://www.parsatv.com/index_files/channels/radioshadi.png|https://ice9.securenetsystems.net/SHADI
رادیو فارسی|رادیو شما|Radio Shoma|https://www.parsatv.com/index_files/channels/radioshoma.png|https://stream.radiojar.com/rzcfw4cbsxquv
رادیو فارسی|رادیو بامداد|Radio Bamdad|https://www.parsatv.com/index_files/channels/radiobamdad.jpg|https://s3.radio.co/sd07c718f1/listen
رادیو فارسی|رادیو نوین|Radio Novin|https://www.parsatv.com/index_files/channels/radionovin.png|https://radio.novin.live/live
رادیو فارسی|رادیو شمرون|Radio Shemroon|https://www.parsatv.com/index_files/channels/radioshemroon.jpg|https://s35.myradiostream.com/33640/listen.mp3
رادیو فارسی|کنگره ایرانیان|Iranian Congress|https://www.parsatv.com/index_files/channels/iraniancongress.jpg|https://stream.zenolive.com/kbt00r580feuv
رادیو فارسی|RFI فارسی|RFI Farsi|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/radiofranceinternationalpersia.default.png|https://rfipersan96k.ice.infomaniak.ch/rfipersan-96k.mp3
رادیو فارسی|PMC Select|PMC Select|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/pmc.default.svg|https://s5.radio.co/sf0a1af54c/listen
رادیو فارسی|رادیو میهن|Radio Mihan|https://www.parsatv.com/index_files/channels/mihantv.jpg|https://radio.mihantv.com/mihan
شبکه‌های خارجی|پرس TV|Press TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/presstv.default.svg|https://live.presstv.ir/hls/presstv.m3u8
شبکه‌های خارجی|آی‌فیلم فارسی|iFilm Farsi|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/ifilm.default.svg|https://live.presstv.ir/hls/ifilmfa.m3u8
شبکه‌های خارجی|آی‌فیلم انگلیسی|iFilm English|https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/IFilm_Logo.png/320px-IFilm_Logo.png|https://live.presstv.ir/hls/ifilmen.m3u8
شبکه‌های خارجی|BBC News|BBC News|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/bbcworldnews.default.svg|https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/mobile_wifi_main_hd_abr_v2.m3u8
شبکه‌های خارجی|الجزیره انگلیسی|Aljazeera English|https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Al_Jazeera_English_Logo.png/320px-Al_Jazeera_English_Logo.png|https://live-hls-web-aje-gcp.thehlive.com/AJE/index.m3u8
شبکه‌های خارجی|France 24 EN|France 24 EN|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/france24.default.svg|https://a-cdn.klowdtv.com/live2/france24_720p/playlist.m3u8
شبکه‌های خارجی|DW News|DW News|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/dwdeutschewelle.default.svg|https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8
شبکه‌های خارجی|CBS News|CBS News|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/cbsnews.default.svg|https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8
شبکه‌های خارجی|ABC News|ABC News|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/abcnews.default.svg|https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8
شبکه‌های خارجی|Bloomberg|Bloomberg|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/bloomberg.default.svg|https://liveproduseast.global.ssl.fastly.net/us/index.m3u8
شبکه‌های خارجی|Newsmax|Newsmax TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/newsmax.default.svg|https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
شبکه‌های خارجی|Russia Today|Russia Today|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/russiatoday.default.svg|https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8
شبکه‌های خارجی|TRT World|TRT World|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/trtworld.default.svg|https://tv-trtworld.medya.trt.com.tr/master.m3u8
شبکه‌های خارجی|WION|WION|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/wion.default.svg|https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
شبکه‌های خارجی|NHK World|NHK World|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/nhkworld.default.svg|https://nhk.lls.pbs.org/index.m3u8
شبکه‌های خارجی|CGTN English|CGTN English|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/cgtn.default.svg|https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
شبکه‌های خارجی|Kan 11|Kan 11|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/kan11.default.svg|https://kancdn.medonecdn.net/livehls/oil/kancdn-live/live/kan11/live.livx/playlist.m3u8?renditions
شبکه‌های خارجی|Fashion TV|Fashion TV|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/fashiontv.default.svg|https://ftv1.b-cdn.net/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/manifest.m3u8
شبکه‌های خارجی|Al Jazeera Arabic|Al Jazeera Arabic|https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Al_Jazeera_English_channel_logo.svg/320px-Al_Jazeera_English_channel_logo.svg.png|https://live-hls-web-aja.getaj.net/AJA/01.m3u8
شبکه‌های خارجی|Al Arabiya|Al Arabiya|https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Al_Arabiya_Logo.png/320px-Al_Arabiya_Logo.png|https://av.alarabiya.net/alarabiapublish/alarabiya_1080p/chunks.m3u8
شبکه‌های خارجی|BBC-Earth|BBC-Earth|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/bbcearth.default.svg|https://amg00793-amg00793c6-firetv-us-4067.playouts.now.amagi.tv/playlist.m3u8
شبکه‌های خارجی|Travelxp|Travelxp|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/travelxp.default.svg|https://27c980761ff9437d929e64647afe183a.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_TravelXP/playlist.m3u8
شبکه‌های خارجی|True-Crime|True-Crime|https://raw.githubusercontent.com/picons/picons/master/build-source/logos/truecrime.default.svg|https://amg00376-magellan-amg00376c11-rakuten-us-1700.playouts.now.amagi.tv/playlist/amg00376-magellantv-truecrimenowww-rakutenus/playlist.m3u8
شبکه‌های خارجی|Miami TV|Miami TV|https://www.parsatv.com/index_files/channels/miamitv.png|https://59ec5453559f0.streamlock.net/miamitv/smil:WEB4141/chunklist.m3u8
